"","CondRules","ResRules","Support","Confidence","Lift"
"999","EVENT_MMAP,EVENT_CREATE_OBJECT","EVENT_LSEEK,EVENT_CHANGE_PRINCIPAL",12.06,92.29,7.315
"1000","EVENT_LSEEK,EVENT_CHANGE_PRINCIPAL","EVENT_MMAP,EVENT_CREATE_OBJECT",12.06,95.56,7.315
"1001","EVENT_LSEEK,EVENT_CREATE_OBJECT","EVENT_MMAP,EVENT_CHANGE_PRINCIPAL",12.06,91.45,7.255
"1002","EVENT_LSEEK,EVENT_MMAP","EVENT_CREATE_OBJECT,EVENT_CHANGE_PRINCIPAL",12.06,17.69,1.464
"1003","EVENT_CHANGE_PRINCIPAL","EVENT_LSEEK,EVENT_MMAP,EVENT_CREATE_OBJECT",12.06,95.47,7.312
"1004","EVENT_CREATE_OBJECT","EVENT_LSEEK,EVENT_MMAP,EVENT_CHANGE_PRINCIPAL",12.06,91.02,7.224
"1005","EVENT_MMAP","EVENT_LSEEK,EVENT_CREATE_OBJECT,EVENT_CHANGE_PRINCIPAL",12.06,17.65,1.462
"1006","EVENT_LSEEK","EVENT_MMAP,EVENT_CREATE_OBJECT,EVENT_CHANGE_PRINCIPAL",12.06,17.64,1.463
"1007","EVENT_MMAP,EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL","EVENT_LSEEK",12.43,99.95,1.463
"1008","EVENT_LSEEK,EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL","EVENT_MMAP",12.43,99.91,1.463
"1009","EVENT_LSEEK,EVENT_MMAP,EVENT_CHANGE_PRINCIPAL","EVENT_CLOSE",12.43,98.64,1.919
"1010","EVENT_LSEEK,EVENT_MMAP,EVENT_CLOSE","EVENT_CHANGE_PRINCIPAL",12.43,44,3.484
"1011","EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL","EVENT_LSEEK,EVENT_MMAP",12.43,99.86,1.465
"1012","EVENT_MMAP,EVENT_CHANGE_PRINCIPAL","EVENT_LSEEK,EVENT_CLOSE",12.43,98.59,3.487
"1013","EVENT_MMAP,EVENT_CLOSE","EVENT_LSEEK,EVENT_CHANGE_PRINCIPAL",12.43,43.88,3.478
"1014","EVENT_LSEEK,EVENT_CHANGE_PRINCIPAL","EVENT_MMAP,EVENT_CLOSE",12.43,98.5,3.478
"1015","EVENT_LSEEK,EVENT_CLOSE","EVENT_MMAP,EVENT_CHANGE_PRINCIPAL",12.43,43.95,3.487
"1016","EVENT_LSEEK,EVENT_MMAP","EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL",12.43,18.23,1.465
"1017","EVENT_CHANGE_PRINCIPAL","EVENT_LSEEK,EVENT_MMAP,EVENT_CLOSE",12.43,98.41,3.484
"1018","EVENT_CLOSE","EVENT_LSEEK,EVENT_MMAP,EVENT_CHANGE_PRINCIPAL",12.43,24.18,1.919
"1019","EVENT_MMAP","EVENT_LSEEK,EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL",12.43,18.19,1.463
"1020","EVENT_LSEEK","EVENT_MMAP,EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL",12.43,18.19,1.463
"1021","EVENT_CREATE_OBJECT,EVENT_CONNECT,EVENT_CLOSE","EVENT_LSEEK",10.01,100,1.463
"1022","EVENT_LSEEK,EVENT_CONNECT,EVENT_CLOSE","EVENT_CREATE_OBJECT",10.01,100,7.55
"1023","EVENT_LSEEK,EVENT_CREATE_OBJECT,EVENT_CLOSE","EVENT_CONNECT",10.01,78.06,7.672
"1024","EVENT_LSEEK,EVENT_CREATE_OBJECT,EVENT_CONNECT","EVENT_CLOSE",10.01,98.54,1.917
"1025","EVENT_CONNECT,EVENT_CLOSE","EVENT_LSEEK,EVENT_CREATE_OBJECT",10.01,100,7.586
"1026","EVENT_CREATE_OBJECT,EVENT_CLOSE","EVENT_LSEEK,EVENT_CONNECT",10.01,78.02,7.681
"1027","EVENT_CREATE_OBJECT,EVENT_CONNECT","EVENT_LSEEK,EVENT_CLOSE",10.01,98.37,3.479
"1028","EVENT_LSEEK,EVENT_CLOSE","EVENT_CREATE_OBJECT,EVENT_CONNECT",10.01,35.4,3.479
"1029","EVENT_LSEEK,EVENT_CONNECT","EVENT_CREATE_OBJECT,EVENT_CLOSE",10.01,98.54,7.681
"1030","EVENT_LSEEK,EVENT_CREATE_OBJECT","EVENT_CONNECT,EVENT_CLOSE",10.01,75.92,7.586
"1031","EVENT_CLOSE","EVENT_LSEEK,EVENT_CREATE_OBJECT,EVENT_CONNECT",10.01,19.47,1.917
"1032","EVENT_CONNECT","EVENT_LSEEK,EVENT_CREATE_OBJECT,EVENT_CLOSE",10.01,98.37,7.672
"1033","EVENT_CREATE_OBJECT","EVENT_LSEEK,EVENT_CONNECT,EVENT_CLOSE",10.01,75.56,7.55
"1034","EVENT_LSEEK","EVENT_CREATE_OBJECT,EVENT_CONNECT,EVENT_CLOSE",10.01,14.65,1.463
"1035","EVENT_CREATE_OBJECT,EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL","EVENT_LSEEK",12.07,100,1.463
"1036","EVENT_LSEEK,EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL","EVENT_CREATE_OBJECT",12.07,97.01,7.324
"1037","EVENT_LSEEK,EVENT_CREATE_OBJECT,EVENT_CHANGE_PRINCIPAL","EVENT_CLOSE",12.07,99.95,1.944
"1038","EVENT_LSEEK,EVENT_CREATE_OBJECT,EVENT_CLOSE","EVENT_CHANGE_PRINCIPAL",12.07,94.11,7.453
"1039","EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL","EVENT_LSEEK,EVENT_CREATE_OBJECT",12.07,96.97,7.356
"1040","EVENT_CREATE_OBJECT,EVENT_CHANGE_PRINCIPAL","EVENT_LSEEK,EVENT_CLOSE",12.07,99.91,3.533
"1041","EVENT_CREATE_OBJECT,EVENT_CLOSE","EVENT_LSEEK,EVENT_CHANGE_PRINCIPAL",12.07,94.07,7.456
"1042","EVENT_LSEEK,EVENT_CHANGE_PRINCIPAL","EVENT_CREATE_OBJECT,EVENT_CLOSE",12.07,95.65,7.456
"1043","EVENT_LSEEK,EVENT_CLOSE","EVENT_CREATE_OBJECT,EVENT_CHANGE_PRINCIPAL",12.07,42.68,3.533
"1044","EVENT_LSEEK,EVENT_CREATE_OBJECT","EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL",12.07,91.54,7.356
"1045","EVENT_CHANGE_PRINCIPAL","EVENT_LSEEK,EVENT_CREATE_OBJECT,EVENT_CLOSE",12.07,95.56,7.453
"1046","EVENT_CLOSE","EVENT_LSEEK,EVENT_CREATE_OBJECT,EVENT_CHANGE_PRINCIPAL",12.07,23.48,1.944
"1047","EVENT_CREATE_OBJECT","EVENT_LSEEK,EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL",12.07,91.11,7.324
"1048","EVENT_LSEEK","EVENT_CREATE_OBJECT,EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL",12.07,17.66,1.463
"1049","EVENT_CREATE_OBJECT,EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL","EVENT_MMAP",12.06,99.91,1.463
"1050","EVENT_MMAP,EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL","EVENT_CREATE_OBJECT",12.06,96.96,7.32
"1051","EVENT_MMAP,EVENT_CREATE_OBJECT,EVENT_CHANGE_PRINCIPAL","EVENT_CLOSE",12.06,100,1.945
"1052","EVENT_MMAP,EVENT_CREATE_OBJECT,EVENT_CLOSE","EVENT_CHANGE_PRINCIPAL",12.06,94.11,7.452
"1053","EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL","EVENT_MMAP,EVENT_CREATE_OBJECT",12.06,96.88,7.416
"1054","EVENT_CREATE_OBJECT,EVENT_CHANGE_PRINCIPAL","EVENT_MMAP,EVENT_CLOSE",12.06,99.81,3.524
"1055","EVENT_CREATE_OBJECT,EVENT_CLOSE","EVENT_MMAP,EVENT_CHANGE_PRINCIPAL",12.06,93.98,7.456
"1056","EVENT_MMAP,EVENT_CHANGE_PRINCIPAL","EVENT_CREATE_OBJECT,EVENT_CLOSE",12.06,95.64,7.456
"1057","EVENT_MMAP,EVENT_CLOSE","EVENT_CREATE_OBJECT,EVENT_CHANGE_PRINCIPAL",12.06,42.57,3.524
"1058","EVENT_MMAP,EVENT_CREATE_OBJECT","EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL",12.06,92.29,7.416
"1059","EVENT_CHANGE_PRINCIPAL","EVENT_MMAP,EVENT_CREATE_OBJECT,EVENT_CLOSE",12.06,95.47,7.452
"1060","EVENT_CLOSE","EVENT_MMAP,EVENT_CREATE_OBJECT,EVENT_CHANGE_PRINCIPAL",12.06,23.45,1.945
"1061","EVENT_CREATE_OBJECT","EVENT_MMAP,EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL",12.06,91.02,7.32
"1062","EVENT_MMAP","EVENT_CREATE_OBJECT,EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL",12.06,17.65,1.463
"1063","EVENT_READ,EVENT_LSEEK,EVENT_MMAP,EVENT_CREATE_OBJECT","EVENT_OPEN",13.06,100,1.087
"1064","EVENT_OPEN,EVENT_LSEEK,EVENT_MMAP,EVENT_CREATE_OBJECT","EVENT_READ",13.06,100,1.006
"1065","EVENT_OPEN,EVENT_READ,EVENT_MMAP,EVENT_CREATE_OBJECT","EVENT_LSEEK",13.06,99.96,1.463
"1066","EVENT_OPEN,EVENT_READ,EVENT_LSEEK,EVENT_CREATE_OBJECT","EVENT_MMAP",13.06,99.09,1.451
"1067","EVENT_OPEN,EVENT_READ,EVENT_LSEEK,EVENT_MMAP","EVENT_CREATE_OBJECT",13.06,19.15,1.446
"1068","EVENT_LSEEK,EVENT_MMAP,EVENT_CREATE_OBJECT","EVENT_OPEN,EVENT_READ",13.06,100,1.093
"1069","EVENT_READ,EVENT_MMAP,EVENT_CREATE_OBJECT","EVENT_OPEN,EVENT_LSEEK",13.06,99.96,1.463
"1070","EVENT_READ,EVENT_LSEEK,EVENT_CREATE_OBJECT","EVENT_OPEN,EVENT_MMAP",13.06,99.09,1.451
"1071","EVENT_READ,EVENT_LSEEK,EVENT_MMAP","EVENT_OPEN,EVENT_CREATE_OBJECT",13.06,19.15,1.452
"1072","EVENT_OPEN,EVENT_MMAP,EVENT_CREATE_OBJECT","EVENT_READ,EVENT_LSEEK",13.06,99.96,1.463
"1073","EVENT_OPEN,EVENT_LSEEK,EVENT_CREATE_OBJECT","EVENT_READ,EVENT_MMAP",13.06,99.05,1.452
"1074","EVENT_OPEN,EVENT_LSEEK,EVENT_MMAP","EVENT_READ,EVENT_CREATE_OBJECT",13.06,19.15,1.449
"1075","EVENT_OPEN,EVENT_READ,EVENT_CREATE_OBJECT","EVENT_LSEEK,EVENT_MMAP",13.06,99.05,1.453
"1076","EVENT_OPEN,EVENT_READ,EVENT_MMAP","EVENT_LSEEK,EVENT_CREATE_OBJECT",13.06,19.14,1.452
"1077","EVENT_OPEN,EVENT_READ,EVENT_LSEEK","EVENT_MMAP,EVENT_CREATE_OBJECT",13.06,19.11,1.463
"1078","EVENT_MMAP,EVENT_CREATE_OBJECT","EVENT_OPEN,EVENT_READ,EVENT_LSEEK",13.06,99.96,1.463
"1079","EVENT_LSEEK,EVENT_CREATE_OBJECT","EVENT_OPEN,EVENT_READ,EVENT_MMAP",13.06,99.05,1.452
"1080","EVENT_LSEEK,EVENT_MMAP","EVENT_OPEN,EVENT_READ,EVENT_CREATE_OBJECT",13.06,19.15,1.453
"1081","EVENT_READ,EVENT_CREATE_OBJECT","EVENT_OPEN,EVENT_LSEEK,EVENT_MMAP",13.06,98.79,1.449
"1082","EVENT_READ,EVENT_MMAP","EVENT_OPEN,EVENT_LSEEK,EVENT_CREATE_OBJECT",13.06,19.14,1.452
"1083","EVENT_READ,EVENT_LSEEK","EVENT_OPEN,EVENT_MMAP,EVENT_CREATE_OBJECT",13.06,19.11,1.463
"1084","EVENT_OPEN,EVENT_CREATE_OBJECT","EVENT_READ,EVENT_LSEEK,EVENT_MMAP",13.06,99,1.452
"1085","EVENT_OPEN,EVENT_MMAP","EVENT_READ,EVENT_LSEEK,EVENT_CREATE_OBJECT",13.06,19.12,1.451
"1086","EVENT_OPEN,EVENT_LSEEK","EVENT_READ,EVENT_MMAP,EVENT_CREATE_OBJECT",13.06,19.11,1.463
"1087","EVENT_OPEN,EVENT_READ","EVENT_LSEEK,EVENT_MMAP,EVENT_CREATE_OBJECT",13.06,14.28,1.093
"1088","EVENT_CREATE_OBJECT","EVENT_OPEN,EVENT_READ,EVENT_LSEEK,EVENT_MMAP",13.06,98.58,1.446
"1089","EVENT_MMAP","EVENT_OPEN,EVENT_READ,EVENT_LSEEK,EVENT_CREATE_OBJECT",13.06,19.12,1.451
"1090","EVENT_LSEEK","EVENT_OPEN,EVENT_READ,EVENT_MMAP,EVENT_CREATE_OBJECT",13.06,19.11,1.463
"1091","EVENT_READ","EVENT_OPEN,EVENT_LSEEK,EVENT_MMAP,EVENT_CREATE_OBJECT",13.06,13.13,1.006
"1092","EVENT_OPEN","EVENT_READ,EVENT_LSEEK,EVENT_MMAP,EVENT_CREATE_OBJECT",13.06,14.2,1.087
"1093","EVENT_READ,EVENT_LSEEK,EVENT_MMAP,EVENT_CONNECT","EVENT_OPEN",10.03,100,1.087
"1094","EVENT_OPEN,EVENT_LSEEK,EVENT_MMAP,EVENT_CONNECT","EVENT_READ",10.03,100,1.006
"1095","EVENT_OPEN,EVENT_READ,EVENT_MMAP,EVENT_CONNECT","EVENT_LSEEK",10.03,100,1.463
"1096","EVENT_OPEN,EVENT_READ,EVENT_LSEEK,EVENT_CONNECT","EVENT_MMAP",10.03,98.82,1.447
"1097","EVENT_OPEN,EVENT_READ,EVENT_LSEEK,EVENT_MMAP","EVENT_CONNECT",10.03,14.72,1.446
"1098","EVENT_LSEEK,EVENT_MMAP,EVENT_CONNECT","EVENT_OPEN,EVENT_READ",10.03,100,1.093
"1099","EVENT_READ,EVENT_MMAP,EVENT_CONNECT","EVENT_OPEN,EVENT_LSEEK",10.03,100,1.463
"1100","EVENT_READ,EVENT_LSEEK,EVENT_CONNECT","EVENT_OPEN,EVENT_MMAP",10.03,98.82,1.447
"1101","EVENT_READ,EVENT_LSEEK,EVENT_MMAP","EVENT_OPEN,EVENT_CONNECT",10.03,14.72,1.449
"1102","EVENT_OPEN,EVENT_MMAP,EVENT_CONNECT","EVENT_READ,EVENT_LSEEK",10.03,100,1.464
"1103","EVENT_OPEN,EVENT_LSEEK,EVENT_CONNECT","EVENT_READ,EVENT_MMAP",10.03,98.76,1.447
"1104","EVENT_OPEN,EVENT_LSEEK,EVENT_MMAP","EVENT_READ,EVENT_CONNECT",10.03,14.72,1.449
"1105","EVENT_OPEN,EVENT_READ,EVENT_CONNECT","EVENT_LSEEK,EVENT_MMAP",10.03,98.82,1.45
"1106","EVENT_OPEN,EVENT_READ,EVENT_MMAP","EVENT_LSEEK,EVENT_CONNECT",10.03,14.7,1.447
"1107","EVENT_OPEN,EVENT_READ,EVENT_LSEEK","EVENT_MMAP,EVENT_CONNECT",10.03,14.68,1.464
"1108","EVENT_MMAP,EVENT_CONNECT","EVENT_OPEN,EVENT_READ,EVENT_LSEEK",10.03,100,1.464
"1109","EVENT_LSEEK,EVENT_CONNECT","EVENT_OPEN,EVENT_READ,EVENT_MMAP",10.03,98.76,1.447
"1110","EVENT_LSEEK,EVENT_MMAP","EVENT_OPEN,EVENT_READ,EVENT_CONNECT",10.03,14.72,1.45
"1111","EVENT_READ,EVENT_CONNECT","EVENT_OPEN,EVENT_LSEEK,EVENT_MMAP",10.03,98.76,1.449
"1112","EVENT_READ,EVENT_MMAP","EVENT_OPEN,EVENT_LSEEK,EVENT_CONNECT",10.03,14.7,1.447
"1113","EVENT_READ,EVENT_LSEEK","EVENT_OPEN,EVENT_MMAP,EVENT_CONNECT",10.03,14.68,1.464
"1114","EVENT_OPEN,EVENT_CONNECT","EVENT_READ,EVENT_LSEEK,EVENT_MMAP",10.03,98.76,1.449
"1115","EVENT_OPEN,EVENT_MMAP","EVENT_READ,EVENT_LSEEK,EVENT_CONNECT",10.03,14.69,1.447
"1116","EVENT_OPEN,EVENT_LSEEK","EVENT_READ,EVENT_MMAP,EVENT_CONNECT",10.03,14.68,1.463
"1117","EVENT_OPEN,EVENT_READ","EVENT_LSEEK,EVENT_MMAP,EVENT_CONNECT",10.03,10.97,1.093
"1118","EVENT_CONNECT","EVENT_OPEN,EVENT_READ,EVENT_LSEEK,EVENT_MMAP",10.03,98.59,1.446
"1119","EVENT_MMAP","EVENT_OPEN,EVENT_READ,EVENT_LSEEK,EVENT_CONNECT",10.03,14.69,1.447
"1120","EVENT_LSEEK","EVENT_OPEN,EVENT_READ,EVENT_MMAP,EVENT_CONNECT",10.03,14.68,1.463
"1121","EVENT_READ","EVENT_OPEN,EVENT_LSEEK,EVENT_MMAP,EVENT_CONNECT",10.03,10.09,1.006
"1122","EVENT_OPEN","EVENT_READ,EVENT_LSEEK,EVENT_MMAP,EVENT_CONNECT",10.03,10.91,1.087
"1123","EVENT_READ,EVENT_LSEEK,EVENT_MMAP,EVENT_CLOSE","EVENT_OPEN",28.25,100,1.087
"1124","EVENT_OPEN,EVENT_LSEEK,EVENT_MMAP,EVENT_CLOSE","EVENT_READ",28.25,100,1.006
"1125","EVENT_OPEN,EVENT_READ,EVENT_MMAP,EVENT_CLOSE","EVENT_LSEEK",28.25,99.78,1.46
"1126","EVENT_OPEN,EVENT_READ,EVENT_LSEEK,EVENT_CLOSE","EVENT_MMAP",28.25,99.9,1.463
"1127","EVENT_OPEN,EVENT_READ,EVENT_LSEEK,EVENT_MMAP","EVENT_CLOSE",28.25,41.44,0.806
"1128","EVENT_LSEEK,EVENT_MMAP,EVENT_CLOSE","EVENT_OPEN,EVENT_READ",28.25,100,1.093
"1129","EVENT_READ,EVENT_MMAP,EVENT_CLOSE","EVENT_OPEN,EVENT_LSEEK",28.25,99.78,1.46
"1130","EVENT_READ,EVENT_LSEEK,EVENT_CLOSE","EVENT_OPEN,EVENT_MMAP",28.25,99.9,1.463
"1131","EVENT_READ,EVENT_LSEEK,EVENT_MMAP","EVENT_OPEN,EVENT_CLOSE",28.25,41.44,0.806
"1132","EVENT_OPEN,EVENT_MMAP,EVENT_CLOSE","EVENT_READ,EVENT_LSEEK",28.25,99.74,1.46
"1133","EVENT_OPEN,EVENT_LSEEK,EVENT_CLOSE","EVENT_READ,EVENT_MMAP",28.25,99.9,1.464
"1134","EVENT_OPEN,EVENT_LSEEK,EVENT_MMAP","EVENT_READ,EVENT_CLOSE",28.25,41.44,0.807
"1135","EVENT_OPEN,EVENT_READ,EVENT_CLOSE","EVENT_LSEEK,EVENT_MMAP",28.25,54.99,0.807
"1136","EVENT_OPEN,EVENT_READ,EVENT_MMAP","EVENT_LSEEK,EVENT_CLOSE",28.25,41.4,1.464
"1137","EVENT_OPEN,EVENT_READ,EVENT_LSEEK","EVENT_MMAP,EVENT_CLOSE",28.25,41.34,1.46
"1138","EVENT_MMAP,EVENT_CLOSE","EVENT_OPEN,EVENT_READ,EVENT_LSEEK",28.25,99.74,1.46
"1139","EVENT_LSEEK,EVENT_CLOSE","EVENT_OPEN,EVENT_READ,EVENT_MMAP",28.25,99.9,1.464
"1140","EVENT_LSEEK,EVENT_MMAP","EVENT_OPEN,EVENT_READ,EVENT_CLOSE",28.25,41.44,0.807
"1141","EVENT_READ,EVENT_CLOSE","EVENT_OPEN,EVENT_LSEEK,EVENT_MMAP",28.25,54.98,0.807
"1142","EVENT_READ,EVENT_MMAP","EVENT_OPEN,EVENT_LSEEK,EVENT_CLOSE",28.25,41.4,1.464
"1143","EVENT_READ,EVENT_LSEEK","EVENT_OPEN,EVENT_MMAP,EVENT_CLOSE",28.25,41.34,1.46
"1144","EVENT_OPEN,EVENT_CLOSE","EVENT_READ,EVENT_LSEEK,EVENT_MMAP",28.25,54.96,0.806
"1145","EVENT_OPEN,EVENT_MMAP","EVENT_READ,EVENT_LSEEK,EVENT_CLOSE",28.25,41.35,1.463
"1146","EVENT_OPEN,EVENT_LSEEK","EVENT_READ,EVENT_MMAP,EVENT_CLOSE",28.25,41.34,1.46
"1147","EVENT_OPEN,EVENT_READ","EVENT_LSEEK,EVENT_MMAP,EVENT_CLOSE",28.25,30.89,1.093
"1148","EVENT_CLOSE","EVENT_OPEN,EVENT_READ,EVENT_LSEEK,EVENT_MMAP",28.25,54.95,0.806
"1149","EVENT_MMAP","EVENT_OPEN,EVENT_READ,EVENT_LSEEK,EVENT_CLOSE",28.25,41.35,1.463
"1150","EVENT_LSEEK","EVENT_OPEN,EVENT_READ,EVENT_MMAP,EVENT_CLOSE",28.25,41.33,1.46
"1151","EVENT_READ","EVENT_OPEN,EVENT_LSEEK,EVENT_MMAP,EVENT_CLOSE",28.25,28.41,1.006
"1152","EVENT_OPEN","EVENT_READ,EVENT_LSEEK,EVENT_MMAP,EVENT_CLOSE",28.25,30.71,1.087
"1153","EVENT_READ,EVENT_LSEEK,EVENT_MMAP,EVENT_CHANGE_PRINCIPAL","EVENT_OPEN",12.6,100,1.087
"1154","EVENT_OPEN,EVENT_LSEEK,EVENT_MMAP,EVENT_CHANGE_PRINCIPAL","EVENT_READ",12.6,100,1.006
"1155","EVENT_OPEN,EVENT_READ,EVENT_MMAP,EVENT_CHANGE_PRINCIPAL","EVENT_LSEEK",12.6,99.95,1.463
"1156","EVENT_OPEN,EVENT_READ,EVENT_LSEEK,EVENT_CHANGE_PRINCIPAL","EVENT_MMAP",12.6,99.91,1.463
"1157","EVENT_OPEN,EVENT_READ,EVENT_LSEEK,EVENT_MMAP","EVENT_CHANGE_PRINCIPAL",12.6,18.48,1.464
"1158","EVENT_LSEEK,EVENT_MMAP,EVENT_CHANGE_PRINCIPAL","EVENT_OPEN,EVENT_READ",12.6,100,1.093
"1159","EVENT_READ,EVENT_MMAP,EVENT_CHANGE_PRINCIPAL","EVENT_OPEN,EVENT_LSEEK",12.6,99.95,1.463
"1160","EVENT_READ,EVENT_LSEEK,EVENT_CHANGE_PRINCIPAL","EVENT_OPEN,EVENT_MMAP",12.6,99.91,1.463
"1161","EVENT_READ,EVENT_LSEEK,EVENT_MMAP","EVENT_OPEN,EVENT_CHANGE_PRINCIPAL",12.6,18.48,1.464
"1162","EVENT_OPEN,EVENT_MMAP,EVENT_CHANGE_PRINCIPAL","EVENT_READ,EVENT_LSEEK",12.6,99.95,1.463
"1163","EVENT_OPEN,EVENT_LSEEK,EVENT_CHANGE_PRINCIPAL","EVENT_READ,EVENT_MMAP",12.6,99.86,1.464
"1164","EVENT_OPEN,EVENT_LSEEK,EVENT_MMAP","EVENT_READ,EVENT_CHANGE_PRINCIPAL",12.6,18.48,1.464
"1165","EVENT_OPEN,EVENT_READ,EVENT_CHANGE_PRINCIPAL","EVENT_LSEEK,EVENT_MMAP",12.6,99.86,1.465
"1166","EVENT_OPEN,EVENT_READ,EVENT_MMAP","EVENT_LSEEK,EVENT_CHANGE_PRINCIPAL",12.6,18.46,1.464
"1167","EVENT_OPEN,EVENT_READ,EVENT_LSEEK","EVENT_MMAP,EVENT_CHANGE_PRINCIPAL",12.6,18.44,1.463
"1168","EVENT_MMAP,EVENT_CHANGE_PRINCIPAL","EVENT_OPEN,EVENT_READ,EVENT_LSEEK",12.6,99.95,1.463
"1169","EVENT_LSEEK,EVENT_CHANGE_PRINCIPAL","EVENT_OPEN,EVENT_READ,EVENT_MMAP",12.6,99.86,1.464
"1170","EVENT_LSEEK,EVENT_MMAP","EVENT_OPEN,EVENT_READ,EVENT_CHANGE_PRINCIPAL",12.6,18.48,1.465
"1171","EVENT_READ,EVENT_CHANGE_PRINCIPAL","EVENT_OPEN,EVENT_LSEEK,EVENT_MMAP",12.6,99.82,1.464
"1172","EVENT_READ,EVENT_MMAP","EVENT_OPEN,EVENT_LSEEK,EVENT_CHANGE_PRINCIPAL",12.6,18.46,1.464
"1173","EVENT_READ,EVENT_LSEEK","EVENT_OPEN,EVENT_MMAP,EVENT_CHANGE_PRINCIPAL",12.6,18.44,1.463
"1174","EVENT_OPEN,EVENT_CHANGE_PRINCIPAL","EVENT_READ,EVENT_LSEEK,EVENT_MMAP",12.6,99.82,1.464
"1175","EVENT_OPEN,EVENT_MMAP","EVENT_READ,EVENT_LSEEK,EVENT_CHANGE_PRINCIPAL",12.6,18.45,1.463
"1176","EVENT_OPEN,EVENT_LSEEK","EVENT_READ,EVENT_MMAP,EVENT_CHANGE_PRINCIPAL",12.6,18.44,1.463
"1177","EVENT_OPEN,EVENT_READ","EVENT_LSEEK,EVENT_MMAP,EVENT_CHANGE_PRINCIPAL",12.6,13.78,1.093
"1178","EVENT_CHANGE_PRINCIPAL","EVENT_OPEN,EVENT_READ,EVENT_LSEEK,EVENT_MMAP",12.6,99.77,1.464
"1179","EVENT_MMAP","EVENT_OPEN,EVENT_READ,EVENT_LSEEK,EVENT_CHANGE_PRINCIPAL",12.6,18.45,1.463
"1180","EVENT_LSEEK","EVENT_OPEN,EVENT_READ,EVENT_MMAP,EVENT_CHANGE_PRINCIPAL",12.6,18.44,1.463
"1181","EVENT_READ","EVENT_OPEN,EVENT_LSEEK,EVENT_MMAP,EVENT_CHANGE_PRINCIPAL",12.6,12.67,1.006
"1182","EVENT_OPEN","EVENT_READ,EVENT_LSEEK,EVENT_MMAP,EVENT_CHANGE_PRINCIPAL",12.6,13.7,1.087
"1183","EVENT_READ,EVENT_LSEEK,EVENT_CREATE_OBJECT,EVENT_CONNECT","EVENT_OPEN",10.15,100,1.087
"1184","EVENT_OPEN,EVENT_LSEEK,EVENT_CREATE_OBJECT,EVENT_CONNECT","EVENT_READ",10.15,99.94,1.005
"1185","EVENT_OPEN,EVENT_READ,EVENT_CREATE_OBJECT,EVENT_CONNECT","EVENT_LSEEK",10.15,100,1.463
"1186","EVENT_OPEN,EVENT_READ,EVENT_LSEEK,EVENT_CONNECT","EVENT_CREATE_OBJECT",10.15,100,7.55
"1187","EVENT_OPEN,EVENT_READ,EVENT_LSEEK,EVENT_CREATE_OBJECT","EVENT_CONNECT",10.15,77.04,7.572
"1188","EVENT_LSEEK,EVENT_CREATE_OBJECT,EVENT_CONNECT","EVENT_OPEN,EVENT_READ",10.15,99.94,1.093
"1189","EVENT_READ,EVENT_CREATE_OBJECT,EVENT_CONNECT","EVENT_OPEN,EVENT_LSEEK",10.15,99.94,1.463
"1190","EVENT_READ,EVENT_LSEEK,EVENT_CONNECT","EVENT_OPEN,EVENT_CREATE_OBJECT",10.15,100,7.582
"1191","EVENT_READ,EVENT_LSEEK,EVENT_CREATE_OBJECT","EVENT_OPEN,EVENT_CONNECT",10.15,77.04,7.585
"1192","EVENT_OPEN,EVENT_CREATE_OBJECT,EVENT_CONNECT","EVENT_READ,EVENT_LSEEK",10.15,99.94,1.463
"1193","EVENT_OPEN,EVENT_LSEEK,EVENT_CONNECT","EVENT_READ,EVENT_CREATE_OBJECT",10.15,99.94,7.562
"1194","EVENT_OPEN,EVENT_LSEEK,EVENT_CREATE_OBJECT","EVENT_READ,EVENT_CONNECT",10.15,77.01,7.581
"1195","EVENT_OPEN,EVENT_READ,EVENT_CONNECT","EVENT_LSEEK,EVENT_CREATE_OBJECT",10.15,100,7.586
"1196","EVENT_OPEN,EVENT_READ,EVENT_CREATE_OBJECT","EVENT_LSEEK,EVENT_CONNECT",10.15,77.01,7.581
"1197","EVENT_OPEN,EVENT_READ,EVENT_LSEEK","EVENT_CREATE_OBJECT,EVENT_CONNECT",10.15,14.86,1.46
"1198","EVENT_CREATE_OBJECT,EVENT_CONNECT","EVENT_OPEN,EVENT_READ,EVENT_LSEEK",10.15,99.78,1.46
